author_id,author,gender,COUNT of id
1324,Ariel Dorfman,M,5
1234,Silvio Waisbord,M,5
1195,Pablo Amalfitano,M,5
1186,Felipe Yapur,M,5
1064,Arnaldo Bocco,M,5
1035,Guadalupe Treibel,F,5
1034,Carlos Rozen,M,5
1032,Ana Oberlin,F,5
1008,Liliana De Riz,F,5
875,Peter Singer,M,5
874,Felix Crous,M,5
864,Fernando J. Ruiz,M,5
857,Marcos Aguinis,M,5
845,Fernando Vallespín,M,5
833,Manuel Castells,M,5
774,María Elena Naddeo,F,5
740,Itai Hagman,M,5
719,Ana María Careaga,F,5
697,Jorge Luis Bernetti,M,5
696,Marcelo Polakoff,M,5
598,Roberto Bosca,M,5
550,Mariano Gallego,M,5
547,Daniel Balmaceda,M,5
502,Roxana Kreimer,F,5
494,Miguel Espeche,M,5
491,Flor Monfort,F,5
489,Emanuel Respighi,M,5
466,Hugo Quiroga,M,5
437,Luis Lazzaro,M,5
432,Mariana Varela,F,5
431,Juan Manuel karg,M,5
425,Eduardo López,M,5
418,Micaela Urdinez,F,5
412,Monika Arredondo,F,5
403,Daniel Zovatto,M,5
372,Daniel Martínez,M,5
366,Hugo Muleiro,M,5
359,Manuel Barrientos,M,5
344,Nicolás Gallo,M,5
307,Alejandro López Accotto,M,5
296,Juan J. Llach,M,5
288,Emilio Apud,M,5
244,Pacho O’Donnell,M,5
229,Mariano Borinsky,M,5
210,Bernarda Llorente y Claudio Villarruel,X,5
190,Magda Tagtachian,F,5
150,Alejandro Catterberg,M,5
134,Rodrigo Lloret,M,5
130,Marcos Novaro,M,5
8,Javier Porta Fouz,M,5
2084,Leonardo Ricciardino,M,4
2019,"Francisco ""Paco"" Olveira",M,4
1945,Hernán Lacunza,M,4
1897,Gustavo Carabajal,M,4
1837,Alejandro Poli Gonzalvo,M,4
1819,Lorenza Sebesta O'Connell,F,4
1787,Sergio Bergman,M,4
1608,"Joseph S. Nye, Jr.",M,4
1479,Marcelo Veneranda,M,4
1476,Eduardo Sguiglia,M,4
1459,Santiago Cantón,M,4
1366,Víctor Bronstein,M,4
1327,Martín Pérez,M,4
1326,Jorge Taiana,M,4
1290,Martín D'Alessandro,M,4
1261,Mario Juliano,M,4
1166,Daniel Scarfo,M,4
1160,Lelio Mármora,M,4
1146,Mariela Belski,F,4
1123,María Fernanda Rodríguez,F,4
1111,Sergio Doval,M,4
1102,Claudio Epelman,M,4
1085,Remei Margarit,F,4
1072,Antolín Magallanes,M,4
1071,Pablo Díaz,M,4
1056,Natalia Neo Poblet,F,4
989,Pablo Bernasconi,M,4
971,Daniel Goldman,M,4
956,Juan Pablo Darioli,M,4
950,Aldo Isuani,M,4
929,Ariel Aguilar,M,4
928,Daniel Lozano,M,4
916,Alberto Manuel García Lema,M,4
914,Vicente Battista,M,4
893,Ana Castellani,F,4
853,Mariano Molina,M,4
847,Germán Garavano,M,4
842,Elina Malamud,F,4
838,Patricio Carmody,M,4
832,María Florencia Casamiquela,F,4
809,José Luis Juresa,M,4
804,Julia Pomares,F,4
787,Mariano Amartino,M,4
781,Guillermo Carmona,M,4
770,Daniel Cabrera,M,4
721,Alejandra Cardini,F,4
701,Paula Jiménez España,F,4
690,Marco Gallo,M,4
680,Dante Sica,M,4
668,Mariano Aguas,M,4
665,Ivana Romero,F,4
653,Ignacio Katz,M,4
633,Federico Pavlovsky,M,4
628,Constanza Bertolini,F,4
618,Alcira Argumedo,F,4
614,Fabián Lebenglik,M,4
587,César R. Torres,M,4
584,Juan Manuel Casella,M,4
580,Ariel Goldstein,M,4
487,Federico Caeiro,M,4
481,Eduardo S. Barcesat,M,4
459,Juan Battaleme,M,4
430,Emilce Cuda,F,4
428,Eugenio Raul Zaffaroni,M,4
391,Alejandro Vanoli,M,4
367,Walter Isaía,M,4
362,Alejandra Perinetti,F,4
357,Marcelo D'Alessio,M,4
352,Rubén Torres,M,4
272,Javier Cercas,M,4
269,Félix Lonigro,M,4
254,Ramiro Albrieu,M,4
253,Cristian Rodríguez,M,4
248,Jorge Lapeña,M,4
240,Gloria Casañas,F,4
192,Francisco Cafiero,M,4
161,Cecilia Mosto,F,4
138,Ricardo Forster,M,4
129,Maxi Montenegro,M,4
100,María Zysman,F,4
40,Padre Lic. Luis Rafael Velasco,M,4
3,Mario Riorda,M,4
2226,Telma Luzzani,F,3
2100,Ariel Greco,M,3
1985,Miguel Rep,M,3
1935,Gustavo Grobocopatel,M,3
1902,Agustín Fontenla,M,3
1887,Juan Tejedor,M,3
1882,Juan Pablo Lohlé,M,3
1839,Javier Cantarini,M,3
1836,Nicolás José Isola,M,3
1826,Diego Hurtado,M,3
1805,José Luis Brea,M,3
1798,Pablo Avelluto,M,3
1775,Luis Alberto Quevedo,M,3
1759,Manuel Cuesta Morúa,M,3
1755,Eleonor Faur,F,3
1753,Mario Elgue,M,3
1751,Celso Amorim,M,3
1723,Silvia Stang,F,3
1715,Jorge Augusto Cuello,M,3
1713,Federico Pinedo,M,3
1675,Andrés Repar,M,3
1673,Mark Weisbrot,M,3
1617,Rodrigo Daskal,M,3
1551,Abraham F. Lowenthal,M,3
1525,Daniel Lanson,M,3
1507,Adriana Amado,F,3
1453,Fernando Zingman,M,3
1447,Patricio Giusto,M,3
1435,Graciela Morgade,F,3
1427,Carlos Balmaceda,M,3
1406,Alexander Güvenel,M,3
1405,Carlos Fara,M,3
1391,Enrique Medina,M,3
1384,Shlomo Ben-Ami,M,3
1377,Guido Leonardo Croxatto,M,3
1375,Sebastián Waisgrais,M,3
1364,Carli Bianco,F,3
1360,Pablo Bereciartúa,M,3
1356,Belén López Peiró,F,3
1348,Florencia Vallone,F,3
1347,Magdalena Fernández Lemos,F,3
1338,Arnaldo Medina,M,3
1306,Gabriel Sánchez Zinny,M,3
1289,Ezequiel Rivero,M,3
1274,Mario Rapoport,M,3
1257,María Graciela Rodríguez,F,3
1233,Leandro Despouy,M,3
1192,Rut Diamint,F,3
1165,Fernán Saguier,M,3
1164,Josep María Ruiz Simón,M,3
1155,Mario Sebastiani,M,3
1148,Marlene Wayar,F,3
1147,Pablo Secchi,M,3
1143,Julián Axat,M,3
1135,Rodolfo Braceli,M,3
1134,Ernesto López,M,3
1108,Alberto kornblihtt,M,3
1107,Alberto Kornblihtt,M,3
1106,Nils Castro,M,3
1100,Héctor A. Huergo,M,3
1055,Robert Fisk,M,3
1038,Claudia Neira,F,3
1033,Mariela Lanza,F,3
1028,Nicole Moscovich,F,3
1021,Nicolás Segal,M,3
1018,Juan Cruz,M,3
1014,Damián Toschi,M,3
1003,Verónica Gago,F,3
996,Jorge Remes Lenicov,M,3
994,Susana Decibe,F,3
993,Jaime Barba,M,3
992,Adrian Melo,M,3
990,Adriana Carrasco,F,3
986,Mariano Echenique,M,3
963,Claudio Presman,M,3
954,Fernanda Gil Lozano,F,3
944,Marcela Mora y Araujo,F,3
943,Andrés Ibarra,M,3
941,Marina Yuszczuk,F,3
938,Roberto “Tito” Cossa,M,3
933,José Manuel Ugarte,M,3
912,Josep Puig Bóo,M,3
888,Elsa Llenderrozas,F,3
869,Alejandro Slokar,M,3
837,Alejandro Modarelli,M,3
827,Alejandro Drucaroff Aguiar,M,3
825,Alejandro Dujovne,M,3
803,Andrés J. Kreiner,M,3
798,Rubén Torres Parson,M,3
795,E. Raúl Zaffaroni,M,3
777,Martín Etchegoyen Lynch,M,3
763,Cornelia Schmidt Liermann,F,3
762,Ricardo Lorenzetti,M,3
756,Ginés González García,M,3
746,Jorge Rivas,M,3
731,Juan Carlos Del Bello,M,3
729,Adolfo Pérez Esquivel,M,3
716,Mariángeles Castro Sánchez,F,3
711,José Nun,M,3
702,Joseph Stiglitz,M,3
699,Pablo Esteban,M,3
641,Luis Hornstein,M,3
636,Guillermo Olivetto,M,3
612,Jorge Faurie,M,3
610,José María Poirier Lalanne,M,3
601,Fortunato Mallimaci,M,3
586,Eduardo Valdés,M,3
572,Francisco “Paco” Olveira,M,3
554,Ricardo Gil Lavedra,M,3
544,Lucas Ferrería,M,3
531,Cecilia Merchán,F,3
527,Pedro Bekinschtein,M,3
524,Mónica Graiewski,F,3
520,Alejandra Jalof,F,3
518,Ricardo De Lellis,M,3
516,Mercedes Calzado,F,3
512,Néstor Piccone,M,3
509,Inés M. Weinberg,F,3
506,Baltasar Garzón,M,3
500,Andrea Conde,F,3
495,Pedro B. Rey,M,3
490,Mario Giannoni,M,3
475,Manuel Otero,M,3
469,Paula Canelo,F,3
467,Roberto Costa,M,3
457,Marisa Avigliano,F,3
451,Florencia Saintout,F,3
448,Alieto A. Guadagni,M,3
445,Alejandro Grimson,M,3
439,Verónica Azpiroz Cleñan,F,3
436,Enrique Arias Gibert,M,3
407,Eduardo Levy Yeyati,M,3
406,Cecilia Beatriz Díaz,F,3
389,Matilde Sánchez,F,3
387,Cristian Carrillo,M,3
385,Rodolfo Yanzón,M,3
375,Oscar Oszlak,M,3
370,Víctor Pombinho Soares,M,3
350,Carlos Bianco,M,3
345,Joaquín Roy,M,3
334,César Mayoral,M,3
331,Oscar Laborde,M,3
330,Federico Conditi,M,3
319,Esteban Guida,M,3
315,Guillermo Tomoyose,M,3
293,Ezequiel Fernández Moores,M,3
289,Esteban Lifschitz,M,3
286,Claudio Cerviño,M,3
279,Víctor Santa María,M,3
277,Carlos De Simone,M,3
268,Omar Argüello,M,3
256,Claudia Fernández Chaparro,F,3
235,Ignacio Miri,M,3
215,Javier Arroyuelo,M,3
204,Mario Eduardo Cohen,M,3
187,Ricardo Haye,M,3
182,Daniel Gallo,M,3
143,Silvia Pisani,F,3
142,Ángel Núñez,M,3
116,Silvina Friera,F,3
115,Elisabetta Piqué,F,3
103,Eduardo Menem,M,3
98,Gustavo Ybarra,M,3
44,Pablo Vignone,M,3
2299,Pedro Peretti,M,2
2270,Fernando Braga Menéndez,M,2
2245,Tomás Linn,M,2
2242,Alvaro García Linera,M,2
2235,Diego Molea,M,2
2232,Ana Iparraguirre,F,2
2216,Juan Ignacio Provéndola,M,2
2213,Carlos Malamud,M,2
2204,Guillermo Rozenwurcel,M,2
2202,Valeria Muda,F,2
2190,Raúl Ferro,M,2
2177,Daniel Santa Cruz,M,2
2161,Hugo Haime,M,2
2148,Roxana Mazzola y Diego Born,X,2
2145,Federico Bianchini,M,2
2144,Camila Baron,F,2
2116,Daniel Innerarity,M,2
2108,Patricio Albacete,M,2
2097,Enrique Fraga,M,2
2073,Alejandro Winograd,M,2
2043,Mariano Fusero,M,2
2040,Maia Jastreblansky,F,2
2035,Héctor Rogelio Torres,M,2
2033,Santiago Basabe,M,2
2026,Carlos Manfroni,M,2
2021,Jordi Ëvole,M,2
2020,Hernán Reyes,M,2
2009,Graciela Romer,F,2
2006,Susana Cella,F,2
2004,Paula de Luque,F,2
1990,Eduardo Salas,M,2
1974,Laura Ginsberg,F,2
1958,Lucrecia Bullrich,F,2
1954,Antonio Fenoy,M,2
1950,"Fernando ""Chino"" Navarro",M,2
1949,Martín Baintrub,M,2
1946,Ricardo Arredondo,M,2
1931,Luisa Brumana,F,2
1888,Silvana Giudici,F,2
1886,Darío Giavedoni,M,2
1881,Julio César Guarido,M,2
1879,Ariel Sribman Mittelman,M,2
1876,Leo Heileman,M,2
1872,Celeste Fernández,F,2
1870,Juan Carlos Vega,M,2
1858,Arturo Prins,M,2
1857,Estela de Carlotto,F,2
1854,Silvina Gvirtz,F,2
1844,Carolina Tchintian,F,2
1823,Lucas Zalduendo,M,2
1817,Ana María Pinilla V.,F,2
1816,Martín Rodríguez,M,2
1815,Laura Zommer,F,2
1808,Sofía Rutenberg,F,2
1804,Nahuel Beibe,M,2
1790,Ronald Cárdenas Krenz,M,2
1784,Raquel Vivanco,F,2
1783,Natalia Gherardi,F,2
1778,Julián Gallo,M,2
1770,Jodor Jalit,M,2
1768,Alejandro Carrió,M,2
1764,José Urtubey,M,2
1761,Abel Posse,M,2
1733,Timothy Garton Ash,M,2
1727,Alejandro Balazote y Sebastián Valverde,X,2
1720,Julián Blejmar,M,2
1700,Daniel Artana,M,2
1696,Mirta Zaida Lobato,F,2
1693,Alejandro Finocchiaro,M,2
1676,Darío Martínez,M,2
1671,Juan Bautista Mahiques,M,2
1638,Benjamin N. Gedan,M,2
1636,Héctor Recalde,M,2
1633,Marcelo Stiletano,M,2
1632,Peter Camino Cannock,M,2
1626,Marcelo Bergman,M,2
1611,Ignacio Ibarzábal,M,2
1586,Beatriz Nofal,F,2
1579,Pablo Marmorato,M,2
1574,Gabriela Borrelli Azara,F,2
1566,Blas Bigatti,M,2
1557,Gabriel Salvia,M,2
1553,Alicia Caballero,F,2
1549,Rudy,M,2
1545,Nuria Giniger,F,2
1540,María Laura Garrigós de Rébori,F,2
1538,Daniela Giorgetta,F,2
1529,Nancy Giampaolo,F,2
1522,Guillermo Levy,M,2
1521,Carola Birgin,F,2
1509,Diego Rossi,M,2
1501,Andrés Rosler,M,2
1500,Santiago Otamendi,M,2
1494,Elva Roulet,F,2
1493,Juan Archibaldo Lanús,M,2
1481,Ricardo Nacht,M,2
1472,Fernando Pedrosa,M,2
1468,Carolina Stanley,F,2
1461,Diego R. Guelar,M,2
1457,Daniel Larriqueta,M,2
1455,Laura Sbdar,F,2
1450,Claudio Romero,M,2
1443,Marco Lavagna,M,2
1442,Varina Suleiman,F,2
1439,Fernando Stefani,M,2
1433,Hernán Guggiari,M,2
1429,Alejandro Collia,M,2
1428,Rodolfo Rodil,M,2
1426,Rodolfo Alonso,M,2
1415,Hernán Monath,M,2
1410,Marina Mariasch y Florencia Minici,X,2
1407,Juan Pablo Varsky,M,2
1404,Diego Montes de Oca,M,2
1401,Darío Alessandro,M,2
1398,Verónica Torras,F,2
1392,Oche Califa,M,2
1388,Andrés Borthagaray,M,2
1385,Tomás Lukin,M,2
1383,Leonel González Postigo,M,2
1367,Arturo Trinelli,M,2
1363,Bruno Susani,M,2
1362,Fausto Spotorno,M,2
1349,Virgilio Gregorini,M,2
1344,Andrés Cisneros,M,2
1340,Ana María Shua,F,2
1337,Marcelo Giullitti Oliva,M,2
1333,Federico Merke,M,2
1330,Irma Argüello,F,2
1325,Leopoldo Godio,M,2
1319,Eduardo Misch,M,2
1315,Beatriz Alem,F,2
1313,Gustavo Blutman,M,2
1310,Cecilia Rossetto,F,2
1302,Helena Estrada,F,2
1294,Sebastián Plut,M,2
1287,Sebastián Tobar,M,2
1286,Estela Diaz,F,2
1284,Victoria Donda,F,2
1279,Roberto Cortés Conde,M,2
1277,Leandro Morgenfeld,M,2
1276,Mara Brawer,F,2
1271,Marcelo Rabossi,M,2
1269,Carlos Gervasoni,M,2
1268,Facundo Bocco Proietti,M,2
1266,María José Rodríguez Murguiondo,F,2
1262,Gabriel Puricelli,M,2
1252,María José Castells,F,2
1251,Lluis Foix,M,2
1246,Celeste Jerez,F,2
1243,Teresa Parodi,F,2
1238,Francisco Yofre,M,2
1235,José Manuel Ortega Fournier,M,2
1218,Luis Rappoport,M,2
1213,Luciana Mantero,F,2
1193,Roberto Follari,M,2
1187,José Eduardo Abadi,M,2
1184,Santiago Roberto,M,2
1174,Gregorio Badeni,M,2
1171,Ernesto Martelli,M,2
1170,Mabel Zurita,F,2
1168,Carla Quiroga,F,2
1150,Héctor Huergo,M,2
1142,Aldo Duzdevich,M,2
1127,Mariano Nespral,M,2
1126,Gabriela Diker,F,2
1115,Luis Contigiani,M,2
1112,Julio Bárbaro,M,2
1104,Adriana Clemente,F,2
1101,Felipe Solá (*,M,2
1092,Norberto Consani,M,2
1082,Horacio Tettamanti,M,2
1081,Miguel Angel Barrios,M,2
1079,Violeta Gorodischer,F,2
1078,Fabiana Rousseaux,F,2
1076,Juan Ignacio Issa,M,2
1069,Alberto Barrera Tyszka,M,2
1068,Fernando Buen Abad Domínguez,M,2
