author_id,author,gender,COUNT of id
1067,Javier Correa,M,2
1063,Marcelo Gantman,M,2
1060,Laura Rosso,F,2
1031,Martín Casares,M,2
1030,Mariano E. Giménez,M,2
1010,Enrique Maurtua Konstantinidis,M,2
999,Carlos Valle,M,2
998,Rocco Carbone,M,2
997,Facundo Suárez Lastra,M,2
980,Verónica Toller,F,2
975,Gianfranco Pasquino,M,2
968,Mariano Lovelli,M,2
953,Julián Zícari,M,2
951,Daniel Mecca,M,2
948,J. Matías De Lucchi,M,2
945,Mario Toer,M,2
942,Fernando Krakowiak,M,2
935,Darío G. Martínez,M,2
931,Betina S. Stein,F,2
930,Pablo Kornblum,M,2
927,Hernán Charosky,M,2
923,Pedro Cahn,M,2
919,Joaquín Soriani,M,2
918,Luciano Lutereau,M,2
911,Rubén Lo Vuolo,M,2
909,Néstor Restivo,M,2
903,Juan Manuel Padín,M,2
895,Noemí Ciollaro,F,2
892,Alicia Hartmann,F,2
883,Omar Abboud,M,2
878,Javier Sandomingo,M,2
856,Pablo Brumovsky,M,2
851,Fabio Quetglas,M,2
826,Carlos Reboratti,M,2
820,Agustín D’Attellis,M,2
816,David Brooks,M,2
813,Julián Domínguez,M,2
807,Agustín Zbar,M,2
791,Ernesto Fernández Nuñez,M,2
784,Paulo Pimenta,M,2
779,Felipe Solá,M,2
776,Francisco Jueguen,M,2
771,Carolina Dome,F,2
759,Carlos Tomada,M,2
753,Marcelo Kohen,M,2
737,Alejandro Amor,M,2
725,Estela Díaz,F,2
704,Juan Cruz Esquivel,M,2
694,Andrés H. Reggiani,M,2
681,Edgardo Zablotsky,M,2
678,Carolina Sánchez Agostini,F,2
672,Francisco Cabrera,M,2
671,Marcela I. Basterra,F,2
664,"Alejandro López Accotto, Carlos Martínez, Martín Mangas y Ricardo Paparas",X,2
658,Mario Serrafero,M,2
655,Jorgelina Albano,F,2
654,Betina Stein,F,2
648,Esteban Viú,M,2
647,Liliana Pascual,F,2
644,María Eugenia Catalfamo,F,2
642,Germán Palé,M,2
639,Eial Moldavsky,M,2
632,Karina Leguizamón,F,2
617,Francisco Godinez Galay,M,2
607,Germán Herrera Bartis,M,2
606,Javier Ozollo,M,2
605,Samuel Cabanchik,M,2
602,Sebastian Abrevaya,M,2
594,José Luis Espert,M,2
590,Humberto Schiavoni,M,2
588,Raul Estrada Oyuela,M,2
585,Sandra Massoni,F,2
579,Gabriel Vommaro,M,2
570,Imma Monzó,F,2
568,Jorge Urien Berri,M,2
563,Victoria Freire,F,2
562,Néstor Abramovich,M,2
538,Pablo Plotkin,M,2
530,Sergio Ramírez,M,2
521,Aníbal Pérez-Liñán,M,2
519,Luciana de Mello,F,2
505,Ana Jaramillo,F,2
499,Sergio Santesteban,M,2
486,Leila Vecslir,F,2
485,Marcelo Miniati,M,2
480,Esteban Bullrich,M,2
474,Ana Laura Zavala Guillén,F,2
473,Julio René Sotelo,M,2
472,Santiago Giordano,M,2
462,Raúl Zaffaroni,M,2
453,Dolores Curia,F,2
447,Julián Schvindlerman,M,2
441,José Ignacio de Mendiguren,M,2
440,Germán Moldes,M,2
433,Daniel Herrendorf,M,2
421,Claudia Bracchi,F,2
400,Eugenio A. Marchiori,M,2
398,Nilda Garré,F,2
397,Carlos Raimundi,M,2
392,Víctor Manuel Fernández,M,2
383,Aldo Pignanelli,M,2
378,Edgardo Néstor De Vincenzi,M,2
376,Adriana Martínez Bedini,F,2
364,Jorge Álvarez,M,2
361,Martín Kanenguiser,M,2
355,Miguel Ángel Fernández Pastor,M,2
353,Alberto Taquini (h),M,2
348,Ariel Scher,M,2
321,Carlos Díaz,M,2
316,Sabrina Cuculiansky,F,2
300,Javier Aguirre,M,2
280,Eduardo Sánchez,M,2
275,Slavoj Zizek,M,2
266,Sebastián Lacunza,M,2
255,Norberto Rodríguez,M,2
250,Rebeca Hillert,F,2
249,Rodolfo Werner,M,2
246,Santiago Farrell,M,2
245,Silvina Marquez,F,2
241,Andrés Osojnik,M,2
238,Fabián Echegaray,M,2
198,Martín Redrado,M,2
189,Kevin Casas Zamora,M,2
171,Redacción Perfil,X,2
156,Federico Kucher,M,2
139,Joe Goldman,M,2
132,Iván Ruiz,M,2
104,Alberto Dalla Vía,M,2
92,Víctor Hugo Morales,M,2
79,Andrea Aghazarian,F,2
75,Osvaldo Pepe,M,2
54,Diego Trerotola,M,2
52,María Page,F,2
51,Daniel Calvo,M,2
29,Federico Poli,M,2
9,Carlos Cruz,M,2
2312,Michel Wieviorka,M,1
2311,Mario A. J. Mariscotti,M,1
2310,Franco Torchia,M,1
2309,Cintia Jaime,F,1
2308,José Carlos Chiaramonte,M,1
2307,Noelia Ruiz,F,1
2306,Marcelo Cavarozzi,M,1
2305,Nora Gorrochategui,F,1
2304,Brenda Daney y Sebastián Janeiro,X,1
2303,Héctor R. Torres,M,1
2302,Jordana Timerman,F,1
2301,Matías Dalla Fontana,M,1
2300,"Juan Solá, Lucía Pezzarini y Agustina Gallardo",X,1
2298,Franco Amorosi,M,1
2297,Santiago Palma Cané,M,1
2296,Martina Jaureguy,F,1
2295,Lila M. Feldman,F,1
2294,Carlos Melconian,M,1
2293,Nicolás Dapena Fernández,M,1
2292,Martin Burgos y Marina Dal Poggetto,X,1
2290,José Luis Coraggio,M,1
2289,Marcelo Bermolén,M,1
2288,Grupo Fragata,X,1
2287,Walter Alejandro Muiño,M,1
2286,Ricardo Peirano,M,1
2285,Juan B. González Saborido,M,1
2284,Baltazar Garzón,M,1
2283,Gabriela Agosto,F,1
2282,Por Mauro Greco,M,1
2281,Enrique Deibe,M,1
2280,Estela Díaz y Mara Brawer,X,1
2279,Luis E. Blacha,M,1
2278,Sergio Massa,M,1
2277,Agustín Mario,M,1
2276,Antonio Galarza,M,1
2275,Manuel G. García Solá,M,1
2274,Violeta Radovich,F,1
2273,Andrea Homene,F,1
2272,Inger Andersen,F,1
2271,María Luz González Gadea,F,1
2269,Adriana Tursi,F,1
2268,Sofía Gancedo,F,1
2267,Ernesto Villanueva,M,1
2266,José Luis Juresa y Cristian Rodríguez,X,1
2265,Ernesto Schargrodsky,M,1
2264,Maryleana Méndez,F,1
2263,Julio Hang,M,1
2262,Esteban Magnani,M,1
2261,Jorge Oesterheld,M,1
2260,Clara Lucarella,F,1
2259,Vanesa Spagnuolo* y Javier Camp,X,1
2258,Emiliano Ojea,M,1
2257,Oscar Guisoni,M,1
2256,Rossana Castiglioni,F,1
2254,Alberto Petrina,M,1
2253,Federico Fasano Mertens,M,1
2252,*Carlota Ramíre,F,1
2251,"Florencia Feldman, Marcela Tobaldi",F,1
2250,Manuel García Solá,M,1
2249,Marta Oyhanarte,F,1
2248,Francisco Schiavo,M,1
2247,Claudio Altamirano,M,1
2246,Adriana Meyer,F,1
2244,"Federico Pastrana, David Trajtemberg, Emiliano Colombo y Alejandro Robba",X,1
2243,Rubén Ernesto Seijo,M,1
2241,Victoria Montenegro y Guido L. Croxatto,X,1
2240,Paula y Victoria Acebedo,X,1
2239,Oliverio Jitrik,M,1
2238,Marco Enríquez-Ominami,M,1
2237,Rodolfo Yanzon,M,1
2236,Oscar Luis Estellés,M,1
2234,Débora Vázquez,F,1
2233,Juan Carlos Monedero,M,1
2231,Mariano Kestelboim y Vicente Lourenzo,X,1
2230,Ignacio Labaqui,M,1
2229,Jorge Castro,M,1
2228,"embajadores Juan Carlos Olima, Federico Mirré, Victorio Taccetti, José Gutiérrez Maxwell, Hernán Patiño Mayer, Juan Archibaldo Lanús",X,1
2227,Raquel Robles,F,1
2225,Fernando A. Iglesias,M,1
2224,Lorena Zapata,F,1
2223,Mariela Baladron y Gustavo Fontanals,X,1
2222,Ricardo Alfonsín,M,1
2221,Christian Breitenstein,M,1
2220,Carlos Fidel,M,1
2219,Gisela Riveiro Oyarzabal y Marina Salzmann,X,1
2218,Javier Szulman,M,1
2217,José María Lasalle,M,1
2215,Vera Chiodi,F,1
2214,Genaro Grasso y Pablo Nemiña,X,1
2211,Ana María Cabrera,F,1
2210,Sergio Linietsky,M,1
2209,Darío Werthein,M,1
2208,Andrés Sirotzky,M,1
2207,Andrea Oelsner,F,1
2206,Sandra Carnota Mallón,F,1
2205,Juan Courel,M,1
2203,Gabriel Rshaid,M,1
2201,César da Col,M,1
2200,Vanesa Rosales de la Quintana,F,1
2199,Graciela Bialet,F,1
2198,Juan Pablo Sutherland,M,1
2197,Martín Palazzo,M,1
2196,Carlos Girotti,M,1
2195,Dardo Chiesa,M,1
2194,Adolfo Rubinstein,M,1
2193,"Laura Martinel, Sergio Turiace, Osvaldo Arsenio",F,1
2192,Diego Conno,M,1
2191,Joaquín Caprarulo,M,1
2189,Gabriel Solano,M,1
2188,Raúl Gustavo Ferreyra y Édgar Hernán Fuentes,X,1
2187,Darío Weitz,M,1
2186,Diego Ramírez y Analía Bracamonte,X,1
2185,Matías Vernengo y Julieta Zelicovich,X,1
2184,Alejandro Bodart,M,1
2183,Nacho Levy,M,1
2182,Flor Bustamante Arias,F,1
2181,Julieta Nassau,F,1
2180,Hamurabi Noufouri,M,1
2179,María Seoane y Gisela Marziotta,X,1
2178,Horacio Lenz,M,1
2176,"Martín Bonavetti, Ignacio Kaunitz, María Lenz, Alejandro Verano y Jésica Tritten",X,1
2175,Virgilio Hernández,M,1
2174,Álvaro Zapatel,M,1
2173,Eduardo Amadeo,M,1
2172,María Sáenz Quesada,F,1
2171,Por Diana Oliveri* y Leonardo Murol,X,1
2170,Por Ezequiel Rivero,M,1
2169,Agostina Costantino,F,1
2168,Dolores Graña,F,1
2167,Camila Perochena,F,1
2166,"Federico Wahlberg, Marcelo Mercere y Esteban Sanchez",X,1
2165,María José Castillo,F,1
2164,Juan Carlos Giordano,M,1
2163,Soledad Guilera,F,1
2162,Nemesia Hijós,F,1
2160,Lara Merling y Leo Baunach,X,1
2159,Gabriela Basz,F,1
2158,Arturo Flier,M,1
2157,Bárbara Panico,F,1
2156,Por Manuel Barrientos y Walter Isaía,X,1
2155,Guillermo Jaim Etcheverry,M,1
2154,"Bárbara Panico, Esteban Magnani",F,1
2153,Cele Fierro,F,1
2152,Maite Lanata,F,1
2151,Alberto Abós,M,1
2150,Celeste Fierro,F,1
2149,Nicolás Oliva Pérez,M,1
2146,Ileana Dell Unti,F,1
2143,Andrés Gauffin,M,1
2142,António Guterres,M,1
2141,Luciano Laspina,M,1
2140,Félix Guattari,M,1
2139,Jon Uriarte,M,1
2138,Ricardo Augusto Nissen,M,1
2137,Horacio Jaunarena,M,1
2136,Andrés Eliceche,M,1
2135,Sabina Frederic,F,1
2134,Yin Xiaotong,F,1
2133,Campaña #SiVosQuerés,X,1
2132,Diego Picotto y Sergio Lesbegueris,X,1
2131,Diego Ramiro Guelar,M,1
2130,Héctor Torres,M,1
2129,Eugenia Airoua y Lavih Abraham,X,1
2128,Arthur Gregg Sulzberger,M,1
2127,Federico Monjeau,M,1
2126,Alejandra Hayon,F,1
2125,Ezequiel Kieczkier,M,1
2124,Facundo Rodríguez,M,1
2123,Adrián Simioni,M,1
2122,Malena Lenta,F,1
2121,Oscar De Cristóforis,M,1
2120,Martín Parselis,M,1
2119,Ignacio Damiani,M,1
2118,Eduardo Bertoni,M,1
2117,Alika Kinan,F,1
2115,Ignacio Javier Salvucci,M,1
2114,Jésica Tritten,F,1
2113,Noemí Brenta y Genaro Grasso,X,1
2112,José Treszezamsky,M,1
2111,Juan José Giani,M,1
2110,Gisela Marziota y Nicolás Trotta,X,1
2109,Eduardo Di Cola,M,1
2107,Camila Barón,F,1
2106,Jaime Campos,M,1
2105,Gimena Sozzi,F,1
2104,Ana Tronfi,F,1
2103,Fabiana Tuñez,F,1
2102,Juano Villafañe,M,1
2101,Andrei Roman,M,1
2096,Rodolfo Luis Brardinelli,M,1
2095,Anahí Berneri,F,1
2093,Francisco de Santibañes,M,1
2092,Todd Eisenstadt,M,1
2091,José Luis Lanao,M,1
2090,Florencia Sabatini,F,1
2089,Emiliano Donadío,M,1
2088,"Eduardo López, Mariano Denegris",M,1
2087,Gonzalo Fuentes,M,1
2086,Rubén Cortina y Leo Baunach,X,1
2085,Daniel Radduso,M,1
2083,Juan José Becerra,M,1
2082,Joaquín Algranti,M,1
2081,Adrián Maladesky,M,1
2080,Martin Vauthier y Ariel Wilkis,X,1
2079,Paula Bodnar,F,1
2078,Javier Biasotti,M,1
2077,Enrique Aguilar,M,1
2076,Graciela Fernández Meijide,F,1
2075,Eduardo Epszteyn,M,1
2074,Marco Enríquez-Ominami Gumucio,M,1
2072,"Marcia Molina Heredia, Soledad González y María Julia Eliosoff",X,1
2071,Sebastián Pilo,M,1
2070,"Gisela Brito y Sergio Pascual, Alfredo Serrano Mancilla",X,1
2069,"Eliana Verón, Magalí Gómez y Natalia Rossetti",X,1
2068,Roberto Marafioti,M,1
2067,Gisela Brito y Sergio Pascual,X,1
2066,Philip Rizk,M,1
2065,María Emilia Cerra,F,1
2064,Sandra Choroszczucha,F,1
2063,Eduardo Quiroga,M,1
2062,Ana Oberlín,F,1
2061,Andy Tow,M,1
2060,Hayley Stevenson,F,1
2058,Nicolás Segal y José Fernández Alonso,X,1
2057,Hugo Lerner,M,1
2056,"Marianela Nappi, Tomás Crespo, Mercedes Calzado",F,1
2055,José Luís Fiori* y William Nozak,X,1
2054,Silvina Heguy,F,1
2053,"Marianela Nappi, Tomás Crespo",F,1
2052,Sebastián Bortnik,M,1
2051,Estefanía Santoro,F,1
2050,Raquel Munt,F,1
2049,Daniel Ricart,M,1
2048,Santiago Altomare,M,1
2047,Fernando D’Addario,M,1
2046,Diego Manusovich,M,1
2045,Marta Oyhanarte y Alejandro Drucaroff,X,1
2044,Marcos R. Roca,M,1
2042,María Julia Bertotto,F,1
2039,Núria Escur,F,1
2038,Beatriz Bragoni,F,1
2037,Guillermo Saldomando,M,1
2036,Camila Baron Missbeiron,F,1
2034,Lendro Despouy,M,1
2032,María Esperanza Casullo,F,1
2031,José Luis Petris,M,1
2030,Silvana Iovanna Caissón,F,1
2029,Diego Saravia Tamayo,M,1
2028,Ricardo Talesnik,M,1
2027,Mariana Caminotti,F,1
2025,Emilio Basavilbaso,M,1
2024,Manuel del Pino,M,1
2023,María Graciela Rodríguez y Sebastián Settanni,X,1
2022,Clementina Crisoliti y Roberto Samar,X,1
2018,Norbert Bilbeny,M,1
2017,Alastair Campbell,M,1
2016,Julián Bruschtein,M,1
2015,Horacio Banega,M,1
2014,Litto Nebbia,M,1
2013,Luciano Galup,M,1
2012,Flavio Rapisardi,M,1
2011,Leonardo Gorbacz,M,1
2010,Leandro Querido,M,1
2008,Juan Donato Lombardo,M,1
2007,Alejandro Grimson y Nahuel Sosa,X,1
2005,Daniel Barberis,M,1
2003,Graciela Jacob,F,1
2002,Belén Rios,F,1
2001,Alicia Beltrami,F,1
2000,Hugo Paredero,M,1
1999,Vitico,M,1
1998,Jesse Fink,M,1
1997,Adriana Santagati,F,1
1996,Irene Selser,F,1
1995,Leonardo Sarquis,M,1
1994,Antonio Cassia,M,1
1993,Roberto Tassara,M,1
1992,Marcelo Gobbi,M,1
1991,Ramiro Cabrero,M,1
1989,Julio C. Báez,M,1
1988,Andrea Alliaud,F,1
1987,Félix Bruzzone,M,1
1986,Javier Daulte,M,1
1984,Marcelo Brignoni,M,1
1983,Pablo Ferrari,M,1
1982,Sergio Pujol,M,1
1981,Reynaldo Rivera,M,1
1980,Iván Kerr,M,1
1979,Julia Strada,F,1
1978,José Antonio Ocampo,M,1
1977,Gisela Alonso,F,1
1976,Franco M. Fiumara,M,1
1975,Marcela Campagnoli,F,1
1973,Nicholas Kristof,M,1
1972,Julia Elena Márquez,F,1
1971,Avi Weiss,M,1
1970,Santiago Poy,M,1
1969,Roberto Villarruel,M,1
1968,Gustavo Oliva,M,1
1967,Miguel Angel Toma,M,1
1966,Ricardo Luis Lorenzetti,M,1
1965,Flor Gordillo,F,1
1964,Margarita Mainé,F,1
1963,Sandra Siemens,F,1
1962,Por Margarita Mainé,F,1
1961,Por Sandra Siemens,F,1
1960,Enrique Martínez,M,1
1959,Marcelo Cano-Kollmann,M,1
1957,Cristian Vitale,M,1
1956,Sebastián Russo,M,1
1955,Francisco Dos Reis,M,1
1953,Natalia Aquilino,F,1
1952,Rodrigo Parreira,M,1
1951,E. Van der Kooy,M,1
1948,Nicole Peisajovich,F,1
1947,Maximiliano Mauvecin,M,1
1944,Domingo Peppo,M,1
1943,Gonzalo Llorente,M,1
1941,Gustavo Llorente,M,1
1939,Enrique Morad,M,1
1938,Shunko Rojas,M,1
1937,Greta Pena y Florencia Feldman,X,1
1936,Paula Oliveto Lago,F,1
1934,Carmen Ryan,F,1
1933,Rodolfo Kempf,M,1
1932,Andrea Beratz,F,1
1930,Pedro Haliska,M,1
1929,Axel Van Trotsenburg,M,1
1928,José Crettaz,M,1
1927,Silvana Marrón,F,1
1926,Vicente Valero,M,1
1925,Laidi Fernández de Juan,F,1
1924,Rodrigo Miguel,M,1
1923,Facundo Cruz,M,1
1922,Solange Rodríguez Espínola,F,1
1921,Raúl Gustavo Ferreyra,M,1
1920,Victoria Donda Pérez,F,1
1919,Elisa Ponieman,F,1
1918,Camila Perochena,F,1
1917,Ernesto Lamas,M,1
1916,Pablo Carro,M,1
1915,Alejandro Artopoulos,M,1
1914,María Rosa Hourbeigt,F,1
1913,Alexandre Roig,M,1
1912,Camilo Vaca Narvaja,M,1
1911,Federico Caiero,M,1
1910,Natalia Antonova,F,1
1909,Luis Scervino,M,1
1908,Jorge Knoblovits,M,1
1907,Laura Martin,F,1
1906,Santiago O'Donnell,M,1
1905,Sebastián Torok,M,1
1904,Mariano Jabonero,M,1
1903,Cecilia Garau,F,1
1901,Gabriela Marsiglia,F,1
1900,Cintia L. Mariscal,F,1
1898,Fernando Bogado,M,1
1896,Gabriela Cerruti,F,1
1895,Silvina Herrera,F,1
1894,Rodrigo Mainieri,M,1
1892,Luz Palmás Zaldua y Gustavo Piantino,X,1
1890,Federico Bernal y Agustín Gerez,X,1
1889,Rodrigo Manieri,M,1
1885,Pablo Bari,M,1
1884,Sergio Elguezábal,M,1
1880,Martín Otero Monsegur,M,1
1878,Florence Anne Raes,F,1
1877,Tamara Lajtman,F,1
1875,Sacha Llorenti,M,1
1874,Edgardo De Vincenzi,M,1
1873,Nicolás Welschinger,M,1
1871,Roxana Mazzola,F,1
1869,Agustina Arredondo,F,1
1867,Fernando Sendra,M,1
1866,Marina Mariasch y Celeste Abrevaya,X,1
1865,Alfredo Luenzo,M,1
1864,Luis Carranza Ugarte,M,1
1863,Diego Garazzi,M,1
1862,Organismos de DD.HH.,X,1
1861,Shila Vilker,F,1
1860,"Maisa Bascuas, Magdalena Roggi",F,1
1859,Lisa María Montaño Ortíz,F,1
1855,Sebastián Basualdo,M,1
1853,Adrián Pérez,M,1
1852,Tobías J. Schleider,M,1
1851,Guillermo Dietrich,M,1
1849,Noemí Brenta,F,1
1848,Carlos Gianella,M,1
1847,Sergio Palazzo,M,1
1846,Márgara Averbach,F,1
1845,Mercedes Halfon,F,1
1843,Héctor Guyot,M,1
1842,Jorge Bernal,M,1
1841,María Eugenia Carrasco,F,1
1840,Claudio Di Pinto,M,1
1838,Roque Casciero,M,1
1835,Fernanda Vallejos,F,1
1834,Carlos Grande,M,1
1833,Mónica Santino,F,1
1832,Lucía Schiariti,F,1
1831,Marina Mariasch,F,1
1830,Juan Miguel González Bibolini,M,1
1829,Néstor Daniel González,M,1
1828,María del Carmen Marini,F,1
1827,Daniel Rosso y Verónica Torras,X,1
1825,Mario Burgos,M,1
1824,Silvia Hernández,F,1
1822,Gerardo Milman,M,1
1821,Amado Boudou y Pablo Fontdevila,X,1
1820,Laura Montero,F,1
1818,Andrés Serbin,M,1
1814,Juan Manuel Pignocco y Silvina Batakis,X,1
1813,Jorge Vicente Paladines,M,1
1811,Sergio Urrejola Monckeberg,M,1
1810,Guillermo Schweinheim,M,1
1809,Omar Lugo,M,1
1807,Pablo Biffi,M,1
1806,Federica Mogherini,F,1
1803,Roberto Villaruel,M,1
1802,Ricard González,M,1
1801,Diego Gabriel Liffourrena,M,1
1800,Gustavo Morón,M,1
1799,Zou Xiaoli,M,1
1796,Gabriel Gondolesi,M,1
1795,Diego de Charras,M,1
1794,Francisco Durañona,M,1
1793,Diego Bianki,M,1
1792,Gustavo Schrauf,M,1
1791,Carlos Meléndez,M,1
1789,Sergio Brodsky,M,1
1788,Horacio Lavandera,M,1
1786,Natalia Romé y Carolina Collazo,X,1
1785,Eduardo Santin,M,1
1782,Fernanda Tarica,F,1
1781,Raquel Asensio,F,1
1780,Laurana Malacalza,F,1
1779,Daniel Catalano,M,1
1777,Daniel Moreira,M,1
1776,Ana Fornaro,F,1
1774,Nahuel Sosa; Abelardo Vitale,M,1
1773,Jairo,M,1
1772,Ariel Merpert,M,1
1771,Nelson Cardoso,M,1
1769,Carolina Brandariz,F,1
1767,Víctor A.Beker,M,1
1766,María Elena Barral,F,1
1765,Arnaldo M. Bocco,M,1
1762,Alicia Castro,F,1
1760,Julio Rajneri,M,1
1758,Pati,M,1
1757,FERNANDO STEFANI,M,1
1756,Guadalupe Nogués,F,1
1754,Stella Lancuba,F,1
1750,Francisca Rojas,F,1
1749,"Mariela Gurevich, Noelia Stetie",F,1
1748,Silvia Perazzo,F,1
1747,"Josefina Rosales, Mafalda Sánchez",F,1
1746,Renata Padín,F,1
1745,Eugenio Burzaco,M,1
1744,Pablo Hernández y Diego Vesciunas,X,1
1743,Alicia de Arteaga,F,1
1742,Serpaj y otras organizaciones,X,1
1741,Dmitry Feoktistov,M,1
1740,Juan Pedro Gallardo,M,1
1739,Jorge Dureaume,M,1
1738,Claudia Cesaroni,F,1
1737,Maureen Birmingham,F,1
1736,Javier Minsky,M,1
1735,Leandro Hernández,M,1
1734,Juan Manuel Valdés,M,1
1732,Alejandro Aníbal Segura,M,1
1731,Daniel Menéndez,M,1
1730,Sebastián Blasco,M,1
1728,Colegio de Graduados en Antropología,X,1
1726,Stella Calloni,F,1
1725,Luis Vicente Miguelez,M,1
1724,Juan José Aranguren,M,1
1722,Hugo Arce,M,1
1719,Héctor Masoero,M,1
1718,Diana Maffía,F,1
1717,María Eugenia Sconfienza,F,1
1716,Marcelo García,M,1
1714,Enrique Carpintero,M,1
1712,Kumi Naidoo,F,1
1711,Asne Seierstad,F,1
1710,Esteban Olivera,M,1
1709,Eliana Verón,F,1
1708,Maite Alvado,F,1
1707,Juan José Llach,M,1
1706,María Victoria Murillo,F,1
1705,Miguel Rodríguez Villafañe,M,1
1704,Comisión de Tecnología Nuclear del Instituto Patria,X,1
1703,Pablo Berrozpe,M,1
1702,Aira González y Germán O. García,X,1
1699,Mercedes de los Santos,F,1
1698,Santiago Canción,M,1
1697,florencia,F,1
1695,Jonathan Thea,M,1
1694,"Hebe Roux, Gabriel Brener y Diana Lenton",X,1
1692,Maximiliano Sbarbi Osuna,M,1
1691,Raúl Ferrara,M,1
1690,Maximiliano Righi,M,1
1689,Cecilia Nahon,F,1
1688,Joyce Msuya,F,1
1687,Nora Mazziotti,F,1
1686,Lucía Ríos,F,1
1685,Marta Novick,F,1
1684,Lala Pasquinelli,F,1
1683,Magdalena Sepúlveda,F,1
1682,Carmen Militza Buinizkiy,F,1
1681,Daniela Ruiz,F,1
1680,Clarisa Gambera,F,1
1679,Lucía Barbuto,F,1
1678,Mabel Burin,F,1
1677,Ana Laura Fernández,F,1
1674,Darío Lopérfido,M,1
1672,Silvina Peirano,F,1
1670,Claudio Lozano,M,1
1669,Julio Algañaraz,M,1
1668,Roberto Briscioli,M,1
1667,Esteban Actis,M,1
1666,Miguel Duhalde,M,1
1665,"María Esperanza Casullo, Sergio De Piero, Nicolás Tereschuk, Abelardo Vitale",F,1
1664,Ezequiel Burgo,M,1
1663,Marina Esborraz,F,1
1662,Julián Varsavsky,M,1
1660,Luis Montes Calvet,M,1
1659,Robert Reich,M,1
1658,Felipe González,M,1
1657,Abelardo Vitale,M,1
1656,Matías Segreti,M,1
1655,Andrés Delich,M,1
1654,Miguel Ángel Schiavone,M,1
1653,Cora Gamarnik,F,1
1652,Liliana Heker,F,1
1651,Andrés Reggiani,M,1
1650,Javier González Fraga,M,1
1649,Romina Rekers,F,1
1648,Ariel Prat,M,1
1647,"Juan Carlos Latrichano, Julián Blejmar",M,1
1646,Juan Carlos Latrichano,M,1
1645,Isidoro Luis Felcman,M,1
1644,Sebastián Vigliero,M,1
1643,Juan Gabriel Tokatlián,M,1
1642,Ezequiel A. Rivero,M,1
1641,Leonardo Murolo,M,1
1640,Alfredo Casero,M,1
1639,Jorge Torres Zavaleta,M,1
1637,Gonzalo Sánchez,M,1
1635,Emiliano Balbín,M,1
1634,Rodolfo Manino Iriart,M,1
1631,Camila Sosa Villada,F,1
1630,Irina Sternik,F,1
1628,Alberto L. Zuppi,M,1
1627,Fabián Restivo,M,1
1625,Telma Barreiro,F,1
1624,Ricardo Carciofi,M,1
1623,"Diego Conno, Diego Singer y Roque Farrán",X,1
1622,Natalia Stoppani,F,1
1621,Roberto Lampa,M,1
1620,Genaro Grasso Cerrano,M,1
1619,Colectivo Federal de Trabajadores del Campo de la Salud Mental,X,1
1618,Rodolfo Paverini,M,1
1616,Pablo Abbatángelo,M,1
1615,Víctor Fera,M,1
1614,Paula Bombara,F,1
1613,Mariano Fraschini,M,1
1612,"Lina Anllo, Cintia González Oviedo",F,1
1610,Juan Pablo Lichtmajer,M,1
1609,Catalina Briski,F,1
1607,Manuel Becerra,M,1
1606,Estela Maidac,F,1
1605,Benjamín Uzorskis,M,1
1604,Eduardo Bastitta,M,1
1603,Milton Oddone,M,1
1602,Clementina Crisolitti,F,1
1601,Nicolás Durrieu,M,1
1600,Fernando Frank,M,1
1599,Roque Farrán,M,1
1598,Silvina Martínez,F,1
1597,Michael J. Camilleri,M,1
1596,Jairo Lugo-Ocando,M,1
1595,Nicolás Tereschuk,M,1
1594,Giordana García Sojo,F,1
1593,Mariano Pinedo,M,1
1592,Silvina Ajmat,F,1
1591,Soledad Deza,F,1
1590,Alejandro Rascovan,M,1
1589,Alfredo Jorge Kraut,M,1
1588,Cristian Dellocchio,M,1
1584,Frank Ching,M,1
1583,Liliana Mazea,F,1
1582,Verónica Pérez y Candela Hernández,X,1
1581,Pablo Neira y Federico Pastrana,X,1
1578,"Mariano A. Barrera, Pablo Wahren y Alberto Rodríguez",X,1
1577,Nicolás M. Olszevicki,M,1
1576,Noelia Díaz Esquivel,F,1
1575,María Paula Zacharías,F,1
1573,Micaela Kohen,F,1
1571,Eduardo Capdevila,M,1
1570,Katalina Vásquez Guzmán,F,1
1569,Alejandra Korstanje,F,1
1568,Lila María Feldman,F,1
1567,Víctor De Gennaro,M,1
1565,Nadin Argañaraz,M,1
1564,Teresa Elizalde,F,1
1563,Cynthia Hotton,F,1
1562,José Manuel Corchuelo Blasco,M,1
1561,Viviana Núñez,F,1
1560,Matías Néspolo,M,1
1558,Eugenio Dimier,M,1
1556,Ada Augello,F,1
1555,Alejandro Fierro,M,1
1554,Norberto Liwski,M,1
1552,Carolina Perín,F,1
1550,Martín A. Maldonado,M,1
1548,Raquel Chan,F,1
1547,"Ana Acosta, Mariano Santana y Leandro Mora Alfonsín",X,1
1546,Miguel A. Schiavone,M,1
1544,Sonia Alesso,F,1
1543,Maximiliano Reyes,M,1
1542,Alfredo Ángel Abuin,M,1
1541,Julieta Luque,F,1
1539,Mariano Gerván,M,1
1537,Laura Quiñones Urquiza,F,1
1536,Julián D Angelo,M,1
1535,Cinthia Wanschelbaum,F,1
1534,Alvaro Rosado,M,1
1533,Marcelo Lafón,M,1
1532,Carlos Hoevel,M,1
1531,Juan Manuel Telechea,M,1
1530,Daniel Rafecas,M,1
1528,Débora Huczek,F,1
1527,Martín Feldstein,M,1
